displacement_tonnes,engine_power_kw,hull_coefficient,speed_knots,wave_height_m,wind_speed_kn,current_speed_kn,ship_type,fuel_type,load_condition,fuel_rate_tpd
502.0,6408.0,0.498,20.42,3.01,22.0,-0.93,Fast_Patrol,VLSFO,Ballast,24.559
746.0,8720.0,0.509,19.77,1.18,6.6,0.18,Fast_Patrol,MGO,Ballast,17.653
216.0,6891.0,0.471,26.03,0.6,14.0,-1.84,Fast_Patrol,MGO,Ballast,22.185
63.0,2546.0,0.384,13.05,1.13,12.1,1.19,Interceptor,MGO,Ballast,0.851
558.0,6658.0,0.457,22.06,0.69,3.3,-1.28,Fast_Patrol,MGO,Ballast,21.55
1486.0,8913.0,0.583,17.71,8.0,44.8,-0.19,Offshore_Patrol,MGO,Laden,49.341
2865.0,9345.0,0.645,24.67,2.67,23.1,-0.51,Offshore_Patrol,MGO,Laden,140.18
70.0,2941.0,0.45,19.78,2.3,18.7,1.23,Interceptor,MGO,Laden,3.904
53.0,2534.0,0.442,18.23,0.36,8.2,-0.39,Interceptor,MGO,Ballast,2.288
72.0,2367.0,0.445,19.01,1.23,13.6,1.75,Interceptor,MGO,Ballast,2.644
33.0,3042.0,0.494,22.0,1.08,10.8,0.43,Interceptor,MGO,Ballast,3.151
602.0,6928.0,0.47,5.79,0.92,12.4,-1.12,Fast_Patrol,MGO,Ballast,2.081
775.0,3183.0,0.442,8.57,3.27,28.2,-0.26,Fast_Patrol,MGO,Laden,3.281
44.0,4458.0,0.387,25.5,6.04,40.5,-0.05,Interceptor,MGO,Laden,7.199
351.0,6383.0,0.454,15.23,0.92,13.1,0.88,Fast_Patrol,MGO,Ballast,4.656
500.0,7093.0,0.459,7.14,0.21,9.1,0.2,Fast_Patrol,VLSFO,Laden,1.707
30.0,2707.0,0.444,9.29,0.96,16.1,-0.27,Interceptor,MGO,Laden,0.43
1616.0,5049.0,0.63,21.23,3.16,12.8,-0.92,Offshore_Patrol,MGO,Laden,71.824
47.0,2998.0,0.47,13.65,2.67,18.9,0.57,Interceptor,MGO,Ballast,1.065
1318.0,11167.0,0.604,20.62,1.55,17.1,-0.42,Offshore_Patrol,MGO,Ballast,43.56
83.0,2213.0,0.394,28.19,2.29,29.2,-0.87,Interceptor,MGO,Ballast,12.016
2703.0,10342.0,0.6,12.21,1.16,17.9,-1.23,Offshore_Patrol,MGO,Ballast,20.076
1584.0,9621.0,0.585,17.2,0.89,16.3,1.23,Offshore_Patrol,VLSFO,Ballast,21.809
2610.0,7916.0,0.661,13.08,0.75,22.8,-1.78,Offshore_Patrol,MGO,Laden,31.828
1734.0,9120.0,0.611,6.17,1.5,13.5,0.58,Offshore_Patrol,MGO,Laden,3.554
1883.0,11638.0,0.632,14.83,0.98,21.2,0.03,Offshore_Patrol,MGO,Laden,24.131
387.0,6101.0,0.443,14.01,0.64,12.3,-0.66,Fast_Patrol,MGO,Laden,5.777
1478.0,9652.0,0.62,15.96,1.71,10.4,-0.86,Offshore_Patrol,MGO,Ballast,24.314
91.0,3746.0,0.39,32.23,1.07,2.9,0.02,Interceptor,MGO,Laden,14.883
334.0,5948.0,0.521,27.48,3.24,23.3,-0.64,Fast_Patrol,MGO,Laden,42.681
525.0,4872.0,0.464,9.73,1.95,20.0,-0.69,Fast_Patrol,MGO,Laden,3.64
2511.0,13737.0,0.612,21.95,4.9,33.1,1.19,Offshore_Patrol,MGO,Laden,85.541
650.0,5480.0,0.425,21.21,2.1,18.2,-0.18,Fast_Patrol,MGO,Ballast,21.003
695.0,5000.0,0.484,10.98,1.4,23.0,0.01,Fast_Patrol,MGO,Ballast,4.287
486.0,7199.0,0.455,5.79,2.9,22.6,-0.96,Fast_Patrol,MGO,Ballast,1.817
64.0,3525.0,0.409,6.34,4.52,41.9,1.19,Interceptor,MGO,Ballast,0.379
50.0,3483.0,0.433,7.2,0.3,10.7,1.47,Interceptor,MGO,Laden,0.344
630.0,7802.0,0.558,7.26,2.92,27.8,0.26,Fast_Patrol,MGO,Ballast,2.157
526.0,8322.0,0.505,7.39,1.49,12.8,1.71,Fast_Patrol,MGO,Ballast,1.339
57.0,3816.0,0.38,33.01,2.13,17.4,-0.65,Interceptor,MGO,Laden,13.463
617.0,4980.0,0.441,11.88,4.77,33.7,1.1,Fast_Patrol,MGO,Ballast,4.347
689.0,5198.0,0.523,27.09,1.59,14.1,-0.46,Fast_Patrol,MGO,Ballast,56.123
67.0,2744.0,0.442,9.44,0.6,11.9,-0.58,Interceptor,MGO,Ballast,0.727
527.0,5100.0,0.503,19.28,0.41,13.9,1.68,Fast_Patrol,MGO,Laden,12.987
679.0,4778.0,0.49,7.83,4.67,45.3,-0.44,Fast_Patrol,MGO,Ballast,3.281
37.0,2819.0,0.38,34.38,1.94,13.2,-1.15,Interceptor,MGO,Ballast,9.79
2456.0,10461.0,0.633,20.26,1.59,14.5,-2.18,Offshore_Patrol,VLSFO,Laden,88.987
1736.0,7346.0,0.64,14.08,4.31,35.8,0.01,Offshore_Patrol,VLSFO,Laden,23.136
404.0,4797.0,0.563,6.62,0.84,10.4,-1.23,Fast_Patrol,MGO,Laden,1.85
51.0,4026.0,0.472,29.85,0.85,3.6,2.37,Interceptor,MGO,Laden,8.129
629.0,5381.0,0.461,27.33,5.3,40.8,2.09,Fast_Patrol,MGO,Ballast,44.345
1970.0,8261.0,0.626,14.95,0.74,5.4,-3.0,Offshore_Patrol,MGO,Ballast,29.263
674.0,7049.0,0.541,8.94,0.51,9.0,1.96,Fast_Patrol,MGO,Ballast,2.119
2265.0,7722.0,0.612,20.85,5.24,45.0,-0.94,Offshore_Patrol,MGO,Laden,95.461
662.0,5139.0,0.484,11.22,2.84,25.6,1.5,Fast_Patrol,MGO,Ballast,3.609
408.0,7264.0,0.499,24.36,1.49,17.1,1.27,Fast_Patrol,MGO,Laden,23.806
82.0,3380.0,0.441,8.62,7.0,50.0,1.61,Interceptor,MGO,Laden,0.616
525.0,7641.0,0.47,17.76,1.04,10.6,2.16,Fast_Patrol,MGO,Ballast,7.788
44.0,1668.0,0.497,8.08,2.43,21.3,-1.39,Interceptor,MGO,Ballast,0.635
586.0,6342.0,0.473,10.21,2.23,17.5,-1.26,Fast_Patrol,MGO,Laden,4.719
1811.0,10544.0,0.577,10.78,4.38,35.2,0.97,Offshore_Patrol,MGO,Laden,9.622
49.0,3273.0,0.447,34.32,0.83,3.3,0.13,Interceptor,MGO,Ballast,12.471
603.0,7475.0,0.483,20.28,5.24,32.0,0.81,Fast_Patrol,MGO,Laden,21.475
60.0,2651.0,0.408,12.64,6.51,44.2,-0.42,Interceptor,MGO,Laden,1.533
564.0,4366.0,0.424,13.55,3.86,31.2,1.06,Fast_Patrol,VLSFO,Ballast,5.57
64.0,3539.0,0.388,21.16,0.92,20.0,-1.55,Interceptor,MGO,Ballast,4.116
2546.0,11076.0,0.596,12.2,1.89,11.9,2.35,Offshore_Patrol,HFO,Laden,10.312
51.0,3245.0,0.43,12.09,2.22,18.0,2.96,Interceptor,MGO,Laden,0.548
1958.0,12089.0,0.608,23.07,2.16,19.3,-2.17,Offshore_Patrol,MGO,Laden,109.06
1792.0,8402.0,0.621,20.2,0.39,1.6,1.88,Offshore_Patrol,VLSFO,Ballast,31.092
722.0,5330.0,0.514,18.38,2.66,17.2,-2.08,Fast_Patrol,MGO,Laden,25.266
1367.0,9842.0,0.55,23.87,2.0,8.0,0.7,Offshore_Patrol,VLSFO,Laden,55.746
1483.0,11305.0,0.645,22.58,1.43,16.4,-1.15,Offshore_Patrol,HFO,Ballast,69.304
2235.0,11790.0,0.633,20.25,1.54,10.2,0.55,Offshore_Patrol,VLSFO,Ballast,54.337
61.0,1956.0,0.419,23.02,7.18,50.0,-1.5,Interceptor,MGO,Laden,10.416
395.0,6227.0,0.505,7.23,3.9,30.5,0.49,Fast_Patrol,MGO,Ballast,1.506
69.0,3161.0,0.467,30.2,0.34,6.1,-0.22,Interceptor,MGO,Ballast,11.693
521.0,6268.0,0.44,25.24,1.44,9.9,-0.32,Fast_Patrol,MGO,Ballast,28.919
89.0,3126.0,0.383,24.71,3.42,27.4,0.43,Interceptor,MGO,Ballast,8.511
347.0,7715.0,0.526,18.7,3.96,27.5,-2.05,Fast_Patrol,MGO,Laden,17.463
625.0,4801.0,0.558,5.1,2.12,20.4,0.74,Fast_Patrol,MGO,Ballast,1.642
617.0,5356.0,0.473,17.86,0.64,14.6,-0.38,Fast_Patrol,MGO,Laden,14.815
952.0,5898.0,0.469,13.33,0.58,4.7,-1.86,Fast_Patrol,MGO,Laden,10.657
2094.0,6785.0,0.597,10.23,2.62,18.6,0.82,Offshore_Patrol,VLSFO,Ballast,8.079
2326.0,10116.0,0.583,15.42,1.21,18.7,-0.75,Offshore_Patrol,MGO,Laden,30.165
673.0,5378.0,0.545,25.83,0.74,16.4,-0.06,Fast_Patrol,MGO,Ballast,42.25
590.0,4749.0,0.516,8.19,0.12,0.9,0.39,Fast_Patrol,VLSFO,Laden,2.32
1775.0,6853.0,0.593,13.33,0.44,3.5,-0.08,Offshore_Patrol,MGO,Ballast,13.855
58.0,3218.0,0.501,6.4,1.96,12.5,-0.04,Interceptor,MGO,Laden,0.405
59.0,3345.0,0.471,22.86,1.36,14.3,0.71,Interceptor,MGO,Laden,5.558
83.0,3898.0,0.412,24.83,4.24,23.5,-0.33,Interceptor,MGO,Ballast,9.123
581.0,5428.0,0.495,12.68,0.53,8.3,1.23,Fast_Patrol,MGO,Ballast,3.618
512.0,5705.0,0.533,22.58,0.92,10.3,1.38,Fast_Patrol,VLSFO,Ballast,19.835
1343.0,7917.0,0.567,12.81,1.07,8.3,-0.7,Offshore_Patrol,MGO,Laden,11.477
566.0,7737.0,0.511,10.18,1.82,16.4,-0.67,Fast_Patrol,MGO,Ballast,3.797
52.0,3248.0,0.492,11.03,1.07,11.9,0.75,Interceptor,MGO,Laden,0.724
1801.0,6648.0,0.606,20.58,0.82,8.2,2.01,Offshore_Patrol,HFO,Ballast,33.295
2815.0,7882.0,0.613,12.75,2.16,26.4,1.32,Offshore_Patrol,MGO,Laden,17.254
40.0,3014.0,0.389,27.86,1.75,13.4,-1.08,Interceptor,MGO,Ballast,7.331
583.0,4776.0,0.557,12.2,2.9,22.6,-0.35,Fast_Patrol,MGO,Ballast,5.459
64.0,3689.0,0.428,23.81,1.33,10.0,-0.98,Interceptor,MGO,Laden,6.508
76.0,4346.0,0.38,5.29,3.69,32.0,1.76,Interceptor,MGO,Laden,0.376
65.0,3549.0,0.494,33.52,0.75,3.8,0.51,Interceptor,MGO,Laden,16.789
1614.0,6391.0,0.657,7.95,2.61,21.4,-1.2,Offshore_Patrol,MGO,Laden,6.633
314.0,6978.0,0.499,22.74,3.1,19.1,-0.52,Fast_Patrol,VLSFO,Ballast,21.029
574.0,7527.0,0.517,21.38,0.15,0.0,-1.13,Fast_Patrol,MGO,Ballast,21.476
562.0,5385.0,0.544,13.27,2.66,17.6,-0.48,Fast_Patrol,MGO,Ballast,7.551
760.0,6312.0,0.402,15.75,1.48,10.7,0.68,Fast_Patrol,MGO,Laden,9.059
1985.0,6872.0,0.639,11.97,1.85,18.8,-0.74,Offshore_Patrol,MGO,Laden,16.47
1035.0,7372.0,0.67,21.14,4.18,25.8,0.11,Offshore_Patrol,MGO,Laden,47.016
534.0,6691.0,0.545,17.7,1.6,4.2,0.37,Fast_Patrol,MGO,Laden,12.705
458.0,6493.0,0.48,25.42,0.71,0.0,-2.29,Fast_Patrol,MGO,Ballast,29.291
1792.0,9546.0,0.624,15.16,2.51,20.9,-2.04,Offshore_Patrol,MGO,Laden,37.492
582.0,6099.0,0.52,20.21,1.4,15.7,-0.58,Fast_Patrol,VLSFO,Laden,24.087
1834.0,9061.0,0.584,5.25,1.62,15.6,-1.07,Offshore_Patrol,MGO,Ballast,4.281
59.0,3124.0,0.38,18.37,1.5,11.9,0.49,Interceptor,MGO,Ballast,2.117
2133.0,6041.0,0.69,17.46,2.83,23.5,-0.42,Offshore_Patrol,MGO,Laden,52.811
559.0,5185.0,0.567,18.63,2.15,8.6,0.86,Fast_Patrol,MGO,Laden,16.278
38.0,3260.0,0.38,11.97,1.64,4.8,0.6,Interceptor,MGO,Laden,0.627
534.0,6795.0,0.488,23.65,2.04,10.0,1.03,Fast_Patrol,MGO,Laden,27.081
397.0,5551.0,0.482,12.0,0.74,8.5,-0.63,Fast_Patrol,MGO,Laden,4.492
59.0,3154.0,0.395,7.59,2.67,24.9,-0.26,Interceptor,MGO,Laden,0.546
531.0,6034.0,0.498,15.21,2.19,13.1,2.41,Fast_Patrol,MGO,Laden,6.216
1873.0,13935.0,0.607,8.5,4.55,27.8,-1.26,Offshore_Patrol,MGO,Laden,8.185
78.0,3011.0,0.473,16.23,1.01,14.2,0.8,Interceptor,MGO,Laden,2.381
480.0,6211.0,0.442,20.79,1.03,9.1,1.21,Fast_Patrol,MGO,Ballast,12.259
524.0,7027.0,0.588,14.29,1.92,17.4,0.57,Fast_Patrol,MGO,Laden,8.149
41.0,4299.0,0.458,14.23,1.59,15.0,1.07,Interceptor,MGO,Ballast,0.856
1393.0,8121.0,0.558,7.15,0.71,3.0,0.0,Offshore_Patrol,VLSFO,Laden,3.684
1734.0,6607.0,0.629,11.09,0.59,17.5,0.58,Offshore_Patrol,MGO,Ballast,9.507
56.0,2551.0,0.425,13.94,3.57,22.0,0.27,Interceptor,MGO,Ballast,1.376
1918.0,10049.0,0.556,20.4,0.92,20.0,-1.69,Offshore_Patrol,MGO,Ballast,56.205
1602.0,8992.0,0.617,6.0,1.34,15.8,-0.26,Offshore_Patrol,VLSFO,Laden,3.919
54.0,3693.0,0.461,28.8,0.55,9.6,-1.82,Interceptor,MGO,Ballast,9.593
1660.0,7537.0,0.601,9.14,6.55,36.8,0.76,Offshore_Patrol,VLSFO,Ballast,6.533
50.0,2924.0,0.415,24.38,0.97,12.5,0.27,Interceptor,MGO,Laden,4.873
2402.0,9703.0,0.641,9.05,1.47,13.4,1.14,Offshore_Patrol,MGO,Laden,7.369
638.0,8314.0,0.498,16.02,0.39,6.2,-1.37,Fast_Patrol,MGO,Laden,12.816
469.0,5115.0,0.566,8.69,1.84,9.5,0.12,Fast_Patrol,MGO,Laden,2.398
64.0,2112.0,0.437,8.99,5.41,41.8,0.16,Interceptor,MGO,Laden,0.77
1750.0,7790.0,0.658,21.46,0.61,13.2,2.41,Offshore_Patrol,HFO,Laden,36.396
67.0,2887.0,0.486,26.24,1.9,7.9,-0.23,Interceptor,MGO,Ballast,7.216
66.0,2672.0,0.41,26.7,1.16,8.9,-0.66,Interceptor,MGO,Ballast,8.112
45.0,3347.0,0.389,20.43,1.65,13.5,0.04,Interceptor,MGO,Laden,3.207
2176.0,8468.0,0.607,10.0,1.24,14.1,1.98,Offshore_Patrol,MGO,Ballast,5.164
35.0,3055.0,0.439,34.87,0.51,8.8,1.03,Interceptor,MGO,Ballast,9.429
1929.0,11638.0,0.604,16.59,2.03,16.8,0.78,Offshore_Patrol,VLSFO,Laden,31.018
523.0,6063.0,0.487,19.03,2.97,25.2,-0.28,Fast_Patrol,MGO,Ballast,14.389
64.0,2387.0,0.45,13.5,1.19,21.5,-0.26,Interceptor,MGO,Laden,1.607
52.0,3883.0,0.424,6.75,3.55,24.8,1.79,Interceptor,MGO,Laden,0.317
88.0,3654.0,0.46,5.86,3.58,31.6,-0.5,Interceptor,MGO,Laden,0.596
615.0,4219.0,0.501,19.73,2.97,31.6,-0.6,Fast_Patrol,MGO,Ballast,23.144
1508.0,9222.0,0.65,7.53,0.68,16.7,-2.01,Offshore_Patrol,VLSFO,Laden,7.408
88.0,3952.0,0.412,14.62,2.47,23.1,-1.87,Interceptor,MGO,Laden,2.778
1867.0,10105.0,0.589,20.82,2.29,22.0,1.36,Offshore_Patrol,MGO,Laden,45.277
90.0,3142.0,0.425,19.94,0.8,11.9,-2.43,Interceptor,MGO,Ballast,5.375
2116.0,8060.0,0.623,10.22,1.1,20.1,1.93,Offshore_Patrol,MGO,Laden,6.234
2695.0,9276.0,0.642,14.22,1.67,13.1,-0.31,Offshore_Patrol,MGO,Ballast,26.604
1691.0,7613.0,0.588,11.64,1.07,9.5,0.44,Offshore_Patrol,MGO,Laden,8.73
518.0,7778.0,0.538,24.69,1.48,10.6,1.27,Fast_Patrol,MGO,Laden,31.636
1966.0,7533.0,0.608,18.15,4.68,45.3,-0.72,Offshore_Patrol,MGO,Laden,55.027
46.0,2979.0,0.435,7.35,0.85,17.8,0.72,Interceptor,MGO,Ballast,0.335
69.0,3422.0,0.431,21.97,0.83,7.0,-1.23,Interceptor,MGO,Ballast,4.921
73.0,2654.0,0.485,32.03,3.39,19.3,-0.77,Interceptor,MGO,Laden,24.0
863.0,6053.0,0.456,6.96,1.73,14.4,0.53,Fast_Patrol,MGO,Laden,2.545
580.0,5640.0,0.496,25.69,1.89,16.7,0.5,Fast_Patrol,MGO,Laden,39.892
401.0,6063.0,0.536,6.98,1.35,14.4,0.43,Fast_Patrol,MGO,Laden,1.522
2364.0,8258.0,0.624,10.17,1.36,5.5,1.77,Offshore_Patrol,VLSFO,Laden,7.883
71.0,3078.0,0.435,28.91,1.53,10.5,-0.09,Interceptor,MGO,Laden,12.237
449.0,6123.0,0.491,22.14,1.9,22.5,1.93,Fast_Patrol,MGO,Laden,17.218
55.0,2895.0,0.408,25.17,2.94,25.7,0.07,Interceptor,MGO,Ballast,6.382
79.0,2123.0,0.441,24.85,0.74,5.9,0.72,Interceptor,MGO,Ballast,6.427
437.0,5122.0,0.481,18.55,0.9,15.2,0.88,Fast_Patrol,MGO,Laden,10.704
2504.0,7750.0,0.673,5.01,3.43,30.5,-0.61,Offshore_Patrol,MGO,Ballast,5.311
451.0,7426.0,0.545,14.34,1.8,26.9,0.25,Fast_Patrol,MGO,Ballast,6.271
60.0,3076.0,0.46,26.91,1.24,11.3,-1.74,Interceptor,MGO,Laden,8.654
614.0,6774.0,0.556,26.24,2.08,14.1,0.13,Fast_Patrol,MGO,Laden,46.181
62.0,2735.0,0.451,19.83,1.09,10.8,0.08,Interceptor,MGO,Ballast,3.141
1740.0,10868.0,0.572,15.51,3.3,29.4,0.65,Offshore_Patrol,MGO,Ballast,21.23
417.0,6941.0,0.562,15.5,0.95,4.4,-0.15,Fast_Patrol,MGO,Ballast,7.428
37.0,2854.0,0.449,17.05,1.06,11.4,2.14,Interceptor,MGO,Laden,1.182
70.0,3218.0,0.38,14.2,1.21,12.4,-2.04,Interceptor,MGO,Ballast,1.647
56.0,3764.0,0.38,7.99,2.29,25.4,-1.41,Interceptor,MGO,Ballast,0.55
1938.0,10042.0,0.614,24.5,3.56,23.7,-1.15,Offshore_Patrol,MGO,Ballast,111.366
510.0,5184.0,0.473,5.57,2.48,19.1,-0.05,Fast_Patrol,MGO,Laden,1.725
2445.0,4874.0,0.674,21.62,2.95,25.3,-0.94,Offshore_Patrol,VLSFO,Laden,102.255
687.0,5119.0,0.477,16.97,0.41,4.4,-1.41,Fast_Patrol,MGO,Ballast,13.154
488.0,5864.0,0.481,17.25,0.39,3.3,-0.61,Fast_Patrol,MGO,Ballast,9.609
67.0,2491.0,0.471,21.86,0.51,17.4,-1.77,Interceptor,MGO,Laden,6.135
2205.0,12104.0,0.659,24.86,1.57,17.2,0.44,Offshore_Patrol,MGO,Ballast,101.844
64.0,2798.0,0.438,19.18,1.14,17.9,0.37,Interceptor,MGO,Ballast,3.012
631.0,6960.0,0.529,22.12,0.54,11.9,-1.52,Fast_Patrol,VLSFO,Ballast,33.845
348.0,6602.0,0.452,13.24,0.05,4.7,1.05,Fast_Patrol,MGO,Ballast,2.769
506.0,5067.0,0.454,6.7,2.41,16.4,-1.6,Fast_Patrol,MGO,Ballast,2.202
2413.0,10154.0,0.609,13.89,3.98,26.1,-0.65,Offshore_Patrol,VLSFO,Ballast,27.014
63.0,2541.0,0.419,8.57,3.02,19.4,0.27,Interceptor,MGO,Laden,0.546
444.0,6801.0,0.471,13.04,1.5,10.3,0.08,Fast_Patrol,MGO,Laden,5.185
586.0,4833.0,0.462,18.86,1.94,12.7,-1.88,Fast_Patrol,MGO,Laden,19.531
426.0,5206.0,0.535,17.53,0.96,14.7,0.53,Fast_Patrol,MGO,Ballast,8.911
59.0,2502.0,0.448,13.05,1.63,10.0,-0.06,Interceptor,MGO,Ballast,1.211
72.0,2643.0,0.497,28.62,1.54,21.2,2.27,Interceptor,MGO,Ballast,8.99
57.0,2882.0,0.477,12.67,2.2,22.0,0.71,Interceptor,MGO,Laden,1.131
38.0,3352.0,0.458,17.77,0.91,13.8,1.76,Interceptor,MGO,Ballast,1.309
798.0,6189.0,0.533,24.48,6.45,44.9,-1.13,Fast_Patrol,MGO,Laden,71.265
353.0,4594.0,0.481,11.21,0.59,10.6,-1.89,Fast_Patrol,MGO,Ballast,3.825
686.0,4844.0,0.492,18.09,1.92,14.4,1.59,Fast_Patrol,MGO,Ballast,11.898
655.0,7863.0,0.398,27.44,2.66,16.8,0.42,Fast_Patrol,MGO,Laden,41.961
587.0,7640.0,0.482,12.21,0.64,6.6,2.19,Fast_Patrol,MGO,Laden,3.231
69.0,3192.0,0.385,9.84,0.35,0.5,1.35,Interceptor,MGO,Laden,0.56
557.0,8748.0,0.55,15.03,2.69,23.4,1.28,Fast_Patrol,MGO,Ballast,7.007
48.0,2366.0,0.39,10.1,6.52,39.2,0.55,Interceptor,MGO,Laden,0.705
40.0,3776.0,0.38,27.69,0.25,9.8,-1.03,Interceptor,MGO,Ballast,6.639
773.0,6541.0,0.48,27.87,6.49,47.3,-1.21,Fast_Patrol,MGO,Laden,94.902
847.0,6774.0,0.456,8.32,2.77,22.9,-2.43,Fast_Patrol,MGO,Ballast,5.094
45.0,3567.0,0.445,7.0,1.6,12.1,-0.63,Interceptor,MGO,Ballast,0.359
525.0,5814.0,0.555,18.19,3.03,18.9,-0.01,Fast_Patrol,MGO,Laden,16.503
569.0,5579.0,0.455,13.52,3.66,23.3,-0.12,Fast_Patrol,MGO,Ballast,6.84
484.0,7046.0,0.562,6.06,1.41,8.9,0.02,Fast_Patrol,MGO,Ballast,1.656
410.0,7634.0,0.616,22.5,7.77,50.0,-2.55,Fast_Patrol,MGO,Ballast,46.547
606.0,6944.0,0.496,9.57,6.36,42.6,0.24,Fast_Patrol,MGO,Laden,3.895
64.0,2459.0,0.464,13.55,1.01,20.6,1.83,Interceptor,MGO,Laden,1.052
2469.0,11060.0,0.617,16.36,2.07,26.7,-0.96,Offshore_Patrol,MGO,Ballast,39.083
580.0,4992.0,0.55,25.52,0.61,16.3,-1.72,Fast_Patrol,MGO,Laden,46.152
357.0,6470.0,0.433,14.61,0.47,6.8,-1.89,Fast_Patrol,MGO,Ballast,6.446
605.0,5076.0,0.431,8.33,1.29,5.6,-0.76,Fast_Patrol,MGO,Ballast,2.777
584.0,5611.0,0.468,10.66,2.01,18.0,-0.45,Fast_Patrol,MGO,Ballast,3.712
478.0,7963.0,0.533,24.16,0.79,8.5,0.22,Fast_Patrol,MGO,Ballast,27.939
470.0,4561.0,0.5,13.6,2.96,23.0,0.92,Fast_Patrol,MGO,Laden,5.847
2221.0,8692.0,0.638,20.95,2.14,20.0,-1.16,Offshore_Patrol,MGO,Ballast,71.58
2057.0,6311.0,0.639,11.75,1.72,18.8,-0.63,Offshore_Patrol,VLSFO,Ballast,14.716
601.0,8602.0,0.493,10.89,0.88,1.4,-1.97,Fast_Patrol,MGO,Laden,5.635
743.0,6659.0,0.448,10.73,0.96,17.3,0.68,Fast_Patrol,MGO,Ballast,3.416
1732.0,6617.0,0.675,7.26,1.34,17.8,-0.48,Offshore_Patrol,VLSFO,Ballast,4.91
59.0,3734.0,0.468,34.43,1.03,8.3,-0.3,Interceptor,MGO,Ballast,15.645
1902.0,12073.0,0.665,8.38,1.22,16.8,1.56,Offshore_Patrol,VLSFO,Ballast,5.179
598.0,5441.0,0.495,18.41,0.89,9.1,0.11,Fast_Patrol,MGO,Ballast,11.626
30.0,3196.0,0.447,19.28,2.3,19.0,2.02,Interceptor,MGO,Laden,1.675
54.0,2906.0,0.414,23.19,0.56,7.6,0.88,Interceptor,MGO,Laden,4.019
1929.0,6071.0,0.565,24.25,3.25,20.9,-0.53,Offshore_Patrol,HFO,Ballast,88.206
78.0,3215.0,0.397,24.22,1.08,5.2,-1.35,Interceptor,MGO,Ballast,6.635
53.0,2985.0,0.387,10.88,2.37,32.9,-0.21,Interceptor,MGO,Laden,0.847
58.0,3327.0,0.413,16.08,1.68,18.2,1.21,Interceptor,MGO,Ballast,1.398
76.0,3112.0,0.381,17.02,0.48,8.6,-1.68,Interceptor,MGO,Ballast,2.609
72.0,2798.0,0.49,11.92,3.11,32.7,-0.74,Interceptor,MGO,Laden,1.673
644.0,6082.0,0.474,10.91,4.99,26.6,-1.01,Fast_Patrol,MGO,Ballast,5.424
75.0,1785.0,0.38,12.02,1.45,12.5,-0.52,Interceptor,MGO,Laden,1.234
2480.0,6398.0,0.556,20.81,0.29,3.7,0.47,Offshore_Patrol,VLSFO,Ballast,51.215
2071.0,8221.0,0.598,10.78,2.19,15.7,0.23,Offshore_Patrol,VLSFO,Laden,10.561
450.0,5178.0,0.463,26.51,1.76,15.7,0.2,Fast_Patrol,MGO,Ballast,31.844
30.0,3316.0,0.412,23.24,0.81,7.7,-1.68,Interceptor,MGO,Laden,3.653
500.0,5344.0,0.46,6.14,1.77,6.7,0.84,Fast_Patrol,MGO,Laden,1.351
86.0,2776.0,0.38,8.25,4.06,24.3,1.19,Interceptor,MGO,Ballast,0.61
623.0,6088.0,0.508,8.58,3.54,21.6,-0.29,Fast_Patrol,MGO,Ballast,3.109
2074.0,6507.0,0.546,20.62,1.27,10.4,-1.08,Offshore_Patrol,MGO,Laden,59.726
1602.0,9960.0,0.672,19.1,1.25,7.8,0.97,Offshore_Patrol,MGO,Laden,34.653
2482.0,10099.0,0.56,14.39,0.75,8.6,1.6,Offshore_Patrol,HFO,Laden,15.812
70.0,3467.0,0.432,8.87,1.3,12.0,0.45,Interceptor,MGO,Ballast,0.572
387.0,5605.0,0.471,14.87,1.95,5.9,-0.87,Fast_Patrol,MGO,Laden,8.035
575.0,4880.0,0.5,9.79,1.89,11.0,-1.28,Fast_Patrol,MGO,Ballast,3.92
609.0,5734.0,0.429,22.91,2.1,18.7,0.68,Fast_Patrol,MGO,Laden,25.59
545.0,4422.0,0.52,26.08,2.08,16.9,-1.88,Fast_Patrol,MGO,Laden,58.095
97.0,3289.0,0.42,22.2,0.9,1.6,-1.68,Interceptor,MGO,Ballast,6.579
48.0,2791.0,0.406,18.48,3.08,27.5,0.25,Interceptor,MGO,Ballast,2.393
588.0,4474.0,0.51,18.8,3.47,28.9,1.88,Fast_Patrol,MGO,Ballast,12.763
34.0,3614.0,0.383,23.36,1.74,27.1,1.38,Interceptor,MGO,Laden,3.009
60.0,3123.0,0.42,5.81,7.92,50.0,0.46,Interceptor,MGO,Laden,0.384
1693.0,9745.0,0.608,5.46,2.27,14.4,-2.51,Offshore_Patrol,MGO,Laden,4.842
1886.0,7895.0,0.585,19.56,0.57,7.8,-2.95,Offshore_Patrol,MGO,Laden,60.741
557.0,4462.0,0.491,24.64,1.35,13.3,-0.21,Fast_Patrol,MGO,Laden,31.777
2524.0,9520.0,0.557,10.81,1.28,19.1,2.12,Offshore_Patrol,MGO,Laden,7.98
2355.0,12210.0,0.667,10.43,0.29,5.3,-1.07,Offshore_Patrol,VLSFO,Ballast,14.673
56.0,3098.0,0.398,26.15,1.4,20.1,1.03,Interceptor,MGO,Laden,6.444
475.0,8006.0,0.506,23.41,2.99,24.4,0.37,Fast_Patrol,MGO,Ballast,25.807
409.0,6487.0,0.537,8.65,3.36,21.2,-0.69,Fast_Patrol,MGO,Ballast,2.558
